Date,Ticker,Open,High,Low,Close,Volume
2026-02-12,GOOGL,312.0899963378906,316.239990234375,307.20001220703125,309.0,47761300
2026-02-13,GOOGL,307.7300109863281,308.6300048828125,303.7099914550781,305.7200012207031,38499700
2026-02-17,GOOGL,300.0400085449219,304.44000244140625,296.25,302.0199890136719,39247600
2026-02-18,GOOGL,302.0899963378906,305.3800048828125,301.25,303.3299865722656,28447700
2026-01-20,META,607.8800048828125,611.4000244140625,600.0,604.1199951171875,15169600
2026-01-21,META,606.739990234375,618.27001953125,600.0800170898438,612.9600219726562,14494700
2026-01-22,META,629.3499755859375,660.5700073242188,626.5499877929688,647.6300048828125,21394700
2026-01-23,META,644.77001953125,666.489990234375,644.4500122070312,658.760009765625,22797700
2026-01-26,META,665.1300048828125,675.280029296875,661.2899780273438,672.3599853515625,16327400
2026-01-27,META,674.5900268554688,676.8200073242188,664.6599731445312,672.969970703125,13297400
2026-01-28,META,674.5,677.6799926757812,666.0999755859375,668.72998046875,25709600
2026-01-29,META,737.4299926757812,744.0,712.5499877929688,738.3099975585938,59852900
2026-01-30,META,727.5,732.1699829101562,713.5900268554688,716.5,23744600
2026-02-02,META,714.5999755859375,721.2999877929688,703.52001953125,706.4099731445312,14365200
2026-02-03,META,707.3699951171875,717.0,686.4099731445312,691.7000122070312,13760700
2026-02-04,META,687.72998046875,688.8300170898438,667.4600219726562,668.989990234375,16882800
2026-02-05,META,663.5800170898438,681.5,653.5,670.2100219726562,17131800
2026-02-06,META,665.489990234375,671.989990234375,646.5,661.4600219726562,18159300
2026-02-09,META,663.1799926757812,683.3099975585938,658.780029296875,677.219970703125,14837500
2026-02-10,META,677.5999755859375,680.6500244140625,669.7899780273438,670.719970703125,10455800
2026-02-11,META,674.0,679.27001953125,657.0999755859375,668.6900024414062,14323800
2026-02-12,META,669.969970703125,676.0,645.280029296875,649.8099975585938,14960100
2026-02-13,META,645.0999755859375,651.4299926757812,634.5700073242188,639.77001953125,12336400
2026-02-17,META,639.5,642.5999755859375,628.7999877929688,639.2899780273438,12674700
2026-02-18,META,633.7999877929688,645.0,628.1500244140625,643.219970703125,14625600
2026-01-20,MSFT,451.2200012207031,456.7999877929687,449.2799987792969,454.5199890136719,26130000
2026-01-21,MSFT,452.6000061035156,452.69000244140625,438.6799926757813,444.1099853515625,37980500
2026-01-22,MSFT,447.6199951171875,452.8399963378906,444.7000122070313,451.1400146484375,25349400
2026-01-23,MSFT,451.8699951171875,471.1000061035156,450.5299987792969,465.9500122070313,38000200
2026-01-26,MSFT,465.30999755859375,474.25,462.0,470.2799987792969,29291200
2026-01-27,MSFT,473.7000122070313,482.8699951171875,473.1600036621094,480.5799865722656,29213900
2026-01-28,MSFT,483.2099914550781,483.739990234375,478.0,481.6300048828125,36875400
2026-01-29,MSFT,439.989990234375,442.5,421.0199890136719,433.5,128855300
2026-01-30,MSFT,439.1700134277344,439.6000061035156,426.4500122070313,430.2900085449219,58566800
2026-02-02,MSFT,430.239990234375,430.739990234375,422.25,423.3699951171875,42219900
2026-02-03,MSFT,422.010009765625,422.0499877929687,408.55999755859375,411.2099914550781,61424100
2026-02-04,MSFT,411.0,419.7999877929687,409.239990234375,414.19000244140625,45012400
2026-02-05,MSFT,407.44000244140625,408.2999877929687,392.3200073242187,393.6700134277344,66289200
2026-02-06,MSFT,399.1700134277344,401.7900085449219,392.9200134277344,401.1400146484375,53515300
2026-02-09,MSFT,404.8500061035156,414.8900146484375,400.8699951171875,413.6000061035156,45480500
2026-02-10,MSFT,419.6199951171875,423.6799926757813,412.7000122070313,413.2699890136719,44857900
2026-02-11,MSFT,416.1799926757813,416.4599914550781,401.010009765625,404.3699951171875,42491000
2026-02-12,MSFT,405.0,406.2000122070313,398.010009765625,401.8399963378906,40802400
2026-02-13,MSFT,404.4500122070313,405.5400085449219,398.0499877929687,401.3200073242187,34091600
2026-02-17,MSFT,399.2200012207031,400.5199890136719,394.5299987792969,396.8599853515625,32078800
2026-02-18,MSFT,398.1300048828125,402.55999755859375,396.3200073242187,399.6000061035156,23169200
2026-01-20,NVDA,181.8999938964844,182.3800048828125,177.61000061035156,178.07000732421875,223345300
2026-01-21,NVDA,179.0500030517578,185.3800048828125,178.39999389648438,183.32000732421875,200381000
2026-01-22,NVDA,184.75,186.1699981689453,183.92999267578125,184.83999633789065,139636600
2026-01-23,NVDA,187.5,189.6000061035156,186.82000732421875,187.6699981689453,142748100
2026-01-26,NVDA,187.16000366210935,189.1199951171875,185.9900054931641,186.47000122070312,124799600
2026-01-27,NVDA,187.2400054931641,190.0,185.6999969482422,188.52000427246097,143711600
2026-01-28,NVDA,191.27000427246097,192.3500061035156,189.83999633789065,191.52000427246097,148552700
2026-01-29,NVDA,191.33999633789065,193.47999572753903,186.05999755859375,192.5099945068359,171764400
2026-01-30,NVDA,191.2100067138672,194.4900054931641,189.47000122070312,191.1300048828125,179489500
2026-02-02,NVDA,187.1999969482422,190.3000030517578,184.8800048828125,185.61000061035156,165794100
2026-02-03,NVDA,186.2400054931641,186.27000427246097,176.22999572753906,180.33999633789065,204019600
2026-02-04,NVDA,179.4600067138672,179.5800018310547,171.91000366210938,174.19000244140625,207014100
2026-02-05,NVDA,174.92999267578125,176.82000732421875,171.02999877929688,171.8800048828125,206312900
2026-02-06,NVDA,176.69000244140625,187.0,174.60000610351562,185.41000366210935,231346200
2026-02-09,NVDA,184.2599945068359,193.66000366210935,183.9499969482422,190.0399932861328,196387400
2026-02-10,NVDA,191.3800048828125,192.47999572753903,188.1199951171875,188.5399932861328,136764800
2026-02-11,NVDA,192.4499969482422,193.2599945068359,188.77000427246097,190.0500030517578,144192700
2026-02-12,NVDA,193.02999877929688,193.61000061035156,186.5099945068359,186.94000244140625,189932500
2026-02-13,NVDA,187.47999572753903,187.5,181.58999633789065,182.80999755859375,161888000
2026-02-17,NVDA,181.75,187.1499938964844,179.17999267578125,184.97000122070312,162276900
2026-02-18,NVDA,188.75,190.3699951171875,186.7599945068359,187.97999572753903,164402400
2026-01-20,TSLA,429.3599853515625,430.7300109863281,417.44000244140625,419.25,63187300
2026-01-21,TSLA,421.6600036621094,438.2000122070313,419.6199951171875,431.44000244140625,68124000
2026-01-22,TSLA,435.1600036621094,449.5,432.6300048828125,449.3599853515625,71546700
2026-01-23,TSLA,447.4299926757813,452.4299926757813,444.0400085449219,449.05999755859375,56771400
2026-01-26,TSLA,445.0,445.0400085449219,434.2799987792969,435.2000122070313,49397400
2026-01-27,TSLA,437.4100036621094,437.5199890136719,430.69000244140625,430.8999938964844,37733100
2026-01-28,TSLA,431.9100036621094,438.260009765625,430.1000061035156,431.4599914550781,54857400
2026-01-29,TSLA,437.7999877929687,440.2300109863281,414.6199951171875,416.55999755859375,81686100
2026-01-30,TSLA,425.3500061035156,439.8800048828125,422.7000122070313,430.4100036621094,82626100
2026-02-02,TSLA,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500
2026-02-03,TSLA,424.2699890136719,428.55999755859375,413.69000244140625,421.9599914550781,56886500
2026-02-04,TSLA,420.4599914550781,423.8999938964844,399.1799926757813,406.010009765625,74606900
2026-02-05,TSLA,397.0199890136719,402.1000061035156,387.5299987792969,397.2099914550781,72819800
2026-02-06,TSLA,400.8699951171875,414.5499877929687,397.75,411.1099853515625,62677100
2026-02-09,TSLA,409.9100036621094,421.25,407.2900085449219,417.3200073242187,54484300
2026-02-10,TSLA,418.0799865722656,427.25,417.0,425.2099914550781,64450200
2026-02-11,TSLA,427.9599914550781,436.3500061035156,420.0299987792969,428.2699890136719,57362000
2026-02-12,TSLA,430.2999877929687,436.2300109863281,414.0,417.0700073242187,61933400
2026-02-13,TSLA,414.30999755859375,424.05999755859375,410.8800048828125,417.44000244140625,51434100
2026-02-17,TSLA,412.3599853515625,413.7200012207031,400.510009765625,410.6300048828125,59678800
2026-02-18,TSLA,411.1099853515625,416.8999938964844,409.5799865722656,411.3200073242187,45831600
